filament_xyz,0.001,0.01,0.1,0.5
Difference,0.8232834717234548,0.981587050913945,1.2877326345055564,1.3763724120981193
filament_yz,0.001,0.01,0.1,0.5
Difference,0.8569124872903272,1.0022361842505132,1.2696928661267735,1.3717310522099926
filament_z,0.001,0.01,0.1,0.5
Difference,0.8734153238804531,1.021808791595652,1.2777789766837042,1.3537826013253624
pancake,0.001,0.01,0.1,0.5
Difference,0.6766266562991602,0.6902652640118596,0.870648706955759,0.9833950100079587
pancake_initial_tilted,0.001,0.01,0.1,0.5
Difference,0.79410448210126,0.8558525179568641,1.0674403091060063,1.2192344781944566
uniform,0.001,0.01,0.1,0.5
Difference,0.7163849566447972,0.7216522991507428,0.7606670660886266,0.9761957065990834
