filament_xyz,0.001,0.01,0.1,0.5
Difference,0.6291016848247196,0.6786078090494,0.682537726928306,0.6921490861188858
filament_yz,0.001,0.01,0.1,0.5
Difference,0.7127449947745506,0.7124737177481555,0.7040298544530529,0.7043411541134386
filament_z,0.001,0.01,0.1,0.5
Difference,0.7092365819825651,0.7199470601526284,0.6965024473458676,0.7261937849097898
pancake,0.001,0.01,0.1,0.5
Difference,0.7478109410500464,0.8080851001899554,0.8048237726369141,0.8283494651643244
pancake_initial_tilted,0.001,0.01,0.1,0.5
Difference,0.731119549170951,0.7717444109268818,0.7622092294432423,0.7737937871085917
uniform,0.001,0.01,0.1,0.5
Difference,0.7641862320507198,0.7640237972902124,0.7609723927658762,0.7889559906682675
